LoanAmount,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,UPDATED STATE
119500,BROWN RACING STABLE INC.-SBA SMALL 7A TERM,147 geranium Avenue,Floral park,NY,12001,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
112500,ADIRONDACK HOSPITALITY CORP-SBA SMALL 7A TERM,2311 route 9,lake george,NY,12284,721191,Corporation,Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",,
69837,"ARTICHOKE PINE STREET, LLC",70 Pine Street,NEW YORK,NY,10270,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,8,5/1/2020,"JPMorgan Chase Bank, National Association",,
66173,762 CAR WASH INC-SBA SMALL 7A TERM,762 Smithtown Bypass,Smithtown,NY,11748,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
62500,MIDTOWN MANAGEMENT INC,2W 45th St Ste 1708,New York,NY,64220,561110,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,KeyBank National Association,,
47172,ROYLE SYSTEMS GROUP LLC-SBA SMALL 7A TERM,375 NORTH STREET,TETERBORO,NY,7608,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",NJ-09,NJ
45132,"GIFT OF LIFE INTERNATIONAL, INC.",5141 Route 9G,GERMANTOWN,NY,11526,453220,Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
44735,HOME HOSPITAL PARKING LLC-SBA SMALL 7A TERM,2621 Aqueduct Avenue,Bronx,NY,10498,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
40400,CERTIFIED FLAMEPROOFING CORPORATION,17 N Ingelore Ct,Smithtown,NY,11781,327120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Newtek Small Business Finance, Inc.",,
40000,NEW PEKING BUFFET INC-SBA SMALL 7A TERM,100 Live Oaks Blvd,Casselbery,NY,32707,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",FL-07,FL
38177,"UNITED TOWERS ASSOCIATES, INC.-SBA SMALL 7A TERM",38WEST 32ND STREET SUITE 1312,NEW YORK,NY,7003,,Corporation,Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",NJ-11,
34152,WEE CARE NANNY AGENCY LLC-SBA SMALL 7A TERM,1435 Bedford Street,Stamford,NY,6905,812990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",CT-04,CT
33772,"2EG, LLC",240 Route 9W,HAVERSTRAW,NY,10947,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
32180,RIEGEL TRUCK & BUS PARTS-SBA SMALL 7A TERM,715 creek road,bellmawer,NY,8031,488999,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-01,NJ
31460,INTUITIVE LEGAL SERVICES LLC,"68 Jay Street, Suite 201",BROOKLYN,NY,85201,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/1/2020,"JPMorgan Chase Bank, National Association",AZ-05,
31200,JERICHO CIDER MILL PRODUCTS CORP.-SBA SMALL 7A TERM,213 Rt 106,Jericho,NY,11275,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
30073,NIMESH A PATEL MD-SBA SMALL 7A TERM,34 15 31 AVENUE,ASTORIA,NY,11006,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
27975,"LAKES OFFICE SUPPLY, LLC",737 Stokes Road,Medford,NY,8055,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-03,NJ
27292,REVERE FINANCIAL-SBA SMALL 7A TERM,4 OAK HOLLOW DR,VOORHEES,NY,8043,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-01,NJ
26465,THE CONCRETE PROS LLC-SBA SMALL 7A TERM,322 SHARROTS RD,Staten Island,NY,7726,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-04,
26107,BRICIN PARKING CORP.,N/A,N/A,NY,,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
25612,MEMBER MEMBER OF LOUISIANA LLC,3646 Nicholson Drive,BATON ROUGE,NY,70803,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",LA-06,LA
23333,"JOON & YOON, INC.",367 white plains road,EASTCHESTER,NY,10709,722511,Corporation,Unanswered,Unanswered,Unanswered,,9,5/1/2020,KeyBank National Association,,
21750,63RD STREET PIZZA CORP-SBA SMALL 7A TERM,1162 1st Ave,New York,NY,10062,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
21000,CARLE PLACE GAS INC-SBA SMALL 7A TERM,345 Old Country Rd,Carle Place,NY,11541,447110,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
20832,THIRD CATALYST CONSULTING LLC,244 5TH AVE STE 2027,NEW YORK,NY,29455,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",SC-01,
20832,J S DIGERONIMO REALTY LLC-SBA SMALL 7A TERM,420 Bloomfield Ave.,Montclair,NY,7042,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-10,NJ
20700,DR. MICHAEL GILLESPIE-SBA SMALL 7A TERM,928 Broadway,New York,NY,8540,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-12,
20660,EIGHTEEN PACKING CORP,99 New Hook Rd,BAYONNE,NY,7002,,Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-08,NJ
19662,MODERN TIBET INC,103 Sullivan St.,NEW YORK,NY,11012,448310,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
18976,GALAXY EXPRESS LLC,43 CAMPBELL STREET,SOUTH PLAINFIELD,NY,7080,488510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",NJ-06,NJ
18632,BROOKLYN MOTORS-SBA SMALL 7A TERM,2205 UTICA AVE,BROOKLYN,NY,11734,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
18450,STATE WIRELESS LLC,One Garden State Plaza,PARAMUS,NY,7652,423690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-05,NJ
18192,PLEASANTVILLE FOOD AND GAS INC-SBA SMALL 7A TERM,1 Pleasantville Road,Pleasantville,NY,10572,447190,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
17962,AUDIOLOGY AND SPEECH SOLUTIONS,350 Theodore Fremd Ave,Rye,NY,10680,621340,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
17159,TOWNSELL TELECOM INC-SBA SMALL 7A TERM,35 E Grassy Sprain Rd,Yonkers,NY,8859,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-06,
16700,CLEAN SWEEP CONTRACTING,78 Gwenn loop,Staten Island,NY,7726,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-04,
15900,"ALL KIDS EXCEL OCCUPATIONAL THERAPY SERVICES, PLLC",750 Milltown Road,Brewster,NY,10509,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/27/2020,Hudson Valley CU,CT-05,
15782,"ALL BEST TRADING, INC-SBA SMALL 7A TERM",9614 METROPOLITAN AVENUE,FOREST HILLS,NY,11137,424990,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
15112,ELIZABETA SZIGETI-SBA SMALL 7A TERM,111 7TH AVENUE APT 404,GARDEN CITY,NY,11503,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
15000,CSC TAX SERVICES INC.,7 Chatham SQ,NEW YORK,NY,8816,541213,Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-12,
15000,DASANTI CONSTRUCTION LLC,457 West 125th Street,NEW YORK,NY,7645,236115,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-05,
14000,"ALEXANDRA SOFIS, LLC",50 Hill Street,SOUTHAMPTON,NY,11068,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
12945,REESE COMMERCIAL CONSTRUCTION INC-SBA SMALL 7A TERM,150B MAIN STREET,MONTVILLE,NY,7045,236220,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-11,NJ
12715,JULIAN WALKER STUDIO L.L.C.-SBA SMALL 7A TERM,29 East 31st,New York,NY,7086,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",NJ-08,
12602,J. JORGE BARRIEU,"303 Fifth Ave., Suite. 1912",New York,NY,7601,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,NJ-05,
12500,MEDMANAGE LLC,711B Seagirt Ave,FAR ROCKAWAY,NY,11691,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/1/2020,"JPMorgan Chase Bank, National Association",,
10832,"JEREMY BALES CREATIVE, LLC",31-13 84th Street,EAST ELMHURST,NY,11307,541922,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
10534,CEY FOOD INC,731  middle country rd,st james,NY,11781,,Corporation,Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",,
9500,"KAMCO ENTERPRISES, INC.",400 VULCAN ST,BUFFALO,NY,1427,811121,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,KeyBank National Association,,
8790,EAST COAST LINEN SUPPLIES INC,N/A,N/A,NY,,812331,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
8752,CHINATOWN EXPRESS HOUSE INC-SBA SMALL 7A TERM,169 UNION BLVD STE 4,TOTOWA,NY,7512,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-11,NJ
7360,BABY MERRY GO AROUND,169 Commack rd,Commack,NY,11825,453220,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,WebBank,,
5877,SECOND HAND ROSE INC-SBA SMALL 7A TERM,303 Depot Street,Bennington,NY,5201,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",VT-,VT
4792,J&N YOU REJUVENATED LTD,J&N you Rejuvenated LTD,New York,NY,11017,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
4750,KIDS PARADISE LLC-SBA SMALL 7A TERM,2282 Sedgwick  Avenue,Bronx,NY,7652,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-05,
4375,ROC CITY GROUP LLC,50 Daylilly Lane,ROCHESTER,NY,14262,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
4125,"COMPUTER BACKUP GROUP, INC.-SBA SMALL 7A TERM",1328 Commonwealth Ave,Boston,NY,2134,443142,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",MA-07,MA
3762,"HELLO POPLITEUS, LLC",N/A,N/A,NY,,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
2102,ATLANTIC GLOBAL RESOURCES LLC-SBA SMALL 7A TERM,155 Fleet Street,Portsmouth,NY,3801,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NH-01,NH
133713,ONLINE ADVERTISING LLC,1377 HILLTOP RD,NARVON,OH,17555,541810,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,25,5/1/2020,The Huntington National Bank,PA-11,PA
120166,"BOB'S TIRE & AUTO SERVICE, INC.",8535 W GRAND RIVER AVE,BRIGHTON,OH,48116,441320,Corporation,Unanswered,Unanswered,Unanswered,,10,5/1/2020,The Huntington National Bank,MI-08,MI
105000,BARBARA A AXE INC,4030 royer,TOLEDO,OH,24363,624410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,5/1/2020,"PNC Bank, National Association",VA-09,
99845,MATTRESS AND APPLIANCE INC.,8415 Colerain Ave,CINCINNATI,OH,45329,337910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5/1/2020,"JPMorgan Chase Bank, National Association",,
99125,GLOGO INC,3801 Ford Circle,Cincinnati,OH,44227,424330,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,14,5/1/2020,The Huntington National Bank,,
82500,"CONTINENTAL ASSEMBLY, INC.",4317 NORTH RAVENSWOOD AVE,CHICAGO,OH,60613,334419,Corporation,Unanswered,Unanswered,Unanswered,,13,5/1/2020,Fifth Third Bank,IL-05,IL
78575.01,"TIN GOOSE DINER, LLC",3515 E. STATE RD.,PORT CLINTON,OH,42452,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,5/1/2020,KeyBank National Association,KY-01,
71173,IRIS B DANIEL MD PC,42490 GARFIELD RD STE 207,clinton township,OH,48038,621111,Corporation,Unanswered,Female Owned,Non-Veteran,,8,5/1/2020,The Huntington National Bank,MI-09,MI
71135,SMITH RUNDLE FLORENCE LLC,285 Centennial Olympic Park Dr NW Unit 1204,ATLANTA,OH,30313,713940,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,GA-05,GA
55418,PHYSICIANS TO YOU HOME HEALTH LTD,3266 S 58TH AVE,CICERO,OH,60804,621999,Corporation,Unanswered,Male Owned,Unanswered,,16,5/1/2020,The Huntington National Bank,IL-04,IL
54050,"MID OHIO HEARTH PRODUCTS, INC.",N/A,N/A,OH,,512120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,5/1/2020,"JPMorgan Chase Bank, National Association",,
52900,"DOUBLE J&APOS;S LANDSCAPING, INC.",2349 STONEWOOD ST,AVON,OH,44014,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,5/1/2020,KeyBank National Association,,
49723,TOTAL SYSTEMS INTEGRATION INC,601 SOUTH ST PO BOX 687,GALION,OH,44933,541512,Corporation,Unanswered,Male Owned,Unanswered,,5,5/1/2020,The Huntington National Bank,,
49377.5,CENTOFANTI CONCRETE AND EXCAVATING,,New Middletown,OH,59034,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,TCF National Bank,MT-,
46302,"CHADAN ENGINEERING, INC",171 W MAIN STREET,SAINT CLAIRSVILLE,OH,43950,541330,Corporation,Unanswered,Unanswered,Unanswered,,5,4/27/2020,"WesBanco Bank, Inc.",WV-01,
41421,BUTLER COUNTY MEMORIAL PARK INC,380 Evans City Rd,Butler,OH,16001,812220,Corporation,Unanswered,Male Owned,Non-Veteran,,6,5/1/2020,The Huntington National Bank,PA-16,PA
39214,JAY ORTHODONTICS PC,314 N MONROE ST,MONROE,OH,48612,,Corporation,Unanswered,Male Owned,Non-Veteran,,4,5/1/2020,The Huntington National Bank,MI-04,MI
30782,WIRELESS REVOLUTION OH002 INC,1513 Harding Hwy,LIMA,OH,48504,443142,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",MI-05,
30000,DIAZ VENTURES LLC,3309 N HOLLAND SYLVANIA RD,Toledo,OH,46615,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,11,5/1/2020,The Huntington National Bank,IN-02,
29285,TOP SHELF WEST JORDAN LLC,453E 6770S,Midvale,OH,84047,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,UT-04,UT
26929,BANDY'S EAST WASHINGTON LLC,8102 E Washington St,Indianapolis,OH,46219,811111,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,5,5/1/2020,The Huntington National Bank,IN-07,IN
24653,MICHAEL D EPPIG MD,7551 Fredle Drive,Concord,OH,44007,621111,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,,
20833,CLEARPOINT ADVISORS LLC,322 N Shore Drive Suite 200,Pittsburgh,OH,15212,541611,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,PA-18,PA
19557,"CARPE NOCTEM, LLC DBA BARREL &AMP; TAPS",1380-82 W 3rd ave,COLUMBUS,OH,43012,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,5/1/2020,"JPMorgan Chase Bank, National Association",,
17500,MICHAELS HAIR SALON,809 CHURCHILL DR,CHARLESTON,OH,25314,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Fifth Third Bank,WV-02,WV
15900,SOCIETY OF ST VINCENT DE PAUL ST MARY PARISH,3398 State Route 125,Bethel,OH,45016,999990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5,5/1/2020,KeyBank National Association,,
15532,COLUMBUS PHYSICIAN RESOURCES INC,380 Cline Ave,MANSFIELD,OH,44907,621111,Subchapter S Corporation,White,Male Owned,Non-Veteran,,3,4/28/2020,The Park National Bank,CA-49,
15505,C K POWERS HEATING AND COOLING LLC-SBA SMALL 7A TERM,24 Forest Lane,Queensbury,OH,12804,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-21,NY
14000,LIGHTHOUSE MINISTRIES,464 Rathmell Rd,Lockbourne,OH,43237,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,5/1/2020,"PNC Bank, National Association",,
13803,SCATTEREE HOLDINGS INC,1323 E 11 MILE RD,ROYAL OAK,OH,48067,551112,Corporation,Unanswered,Female Owned,Non-Veteran,,3,5/1/2020,The Huntington National Bank,MI-09,MI
11883,LOGOIT INC,16224 E THIRTEEN MILE ROAD,ROSEVILLE,OH,48066,541512,Corporation,Unanswered,Male Owned,Non-Veteran,,2,5/1/2020,The Huntington National Bank,MI-09,MI
10800,W A CHAPPIE INC,2617 Anderson Rd,Crescent Springs,OH,41017,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"PNC Bank, National Association",KY-04,KY
10500,WILLOW WIND II LLC,2720 Dundee Road,Northbrook,OH,60062,999990,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Fifth Third Bank,IL-10,IL
10433,SMALL ECOLOGY INC,3050 N Park Ave,Indianapolis,OH,46205,541320,Subchapter S Corporation,White,Male Owned,Non-Veteran,,2,5/1/2020,The Huntington National Bank,IN-07,IN
10000,WEST MITTEN CONTRACTING LLC,7432 SUNVIEW DR SE,GRAND RAPIDS,OH,49848,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,MI-01,MI
10000,"CASSIDY LAW, PLC",3910 TELEGRAPH RD STE 200,BLOOMFLD HLS,OH,48302,,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,MI-09,MI
9502,J AND J'S BAR,177 Canton Rd,wintersville,OH,43593,722410,Partnership,Unanswered,Female Owned,Non-Veteran,,5,5/1/2020,The Huntington National Bank,,
9333,TRINITY INTEGRATED HEALTHCARE &AMP; NURSE INC,431 WESTVIEW TER,LITHPOLIS,OH,43169,621999,Corporation,Unanswered,Female Owned,Non-Veteran,,7,5/1/2020,The Huntington National Bank,,
9000,KMH OH LLC,3663 Karl,Columbus,OH,43225,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2,5/1/2020,The Huntington National Bank,,
8463,VICTORY CARE SERVICES LLC,5311 NORTHFIELD RD STE 405,Bedford,OH,44156,621610,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,4,5/1/2020,The Huntington National Bank,,
6600,APOTHECA LLC,16440 Bridgewalk Drive,Lithia,OH,33547,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"PNC Bank, National Association",FL-16,FL
6230,HANADIS SMOKE STOP,44942 Ford Rd,Canton,OH,48187,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3,5/1/2020,The Huntington National Bank,MI-11,MI
5900,KALIN HILLARD,"12321 Waterstone Lane, apt 218",Perrysburg,OH,46551,,Independent Contractors,Unanswered,Female Owned,Non-Veteran,,1,5/1/2020,The Huntington National Bank,,
4159,K AND K TAX SERVICE INC,2236 N MITTHOEFFER RD STE C,INDIANAPOLIS,OH,46229,541219,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,3,5/1/2020,The Huntington National Bank,IN-07,IN
3144,AZKALYNN PHOTOGRAPHY,398 WEST BAGLEY ROAD,BEREA,OH,44016,541921,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",,
2879,KYUMEI JUJITSU LLC,1511 fairmont avenue,fairmont,OH,26554,611620,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,1,5/1/2020,The Huntington National Bank,WV-01,WV
1175,RICHARD WILTSE DBA RICHARD A WILTSE,777 26TH ST SW,WYOMING,OH,49509,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Fifth Third Bank,MI-02,MI
41200,"PLAYA AZUL, INC.",2731 W Owen K Garriott Rd,ENID,OK,73703,722511,Corporation,Unanswered,Unanswered,Unanswered,,30,4/8/2020,Arvest Bank,KS-04,
38400,HOPELE OF FORT LAUDERDALE LLC,8815 Airport Way,TULSA,OK,74132,448310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/13/2020,Truist Bank d/b/a Branch Banking & Trust Co,FL-22,
31839,ALBERTSON PERFORMANCE GROUP INC,250 SW BIRDSHILL RD,PORTLAND,OK,97219,541613,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",OR-05,OR
19537,MOSAIC SANCTUARY INC,18750 NE 63rd St,HARRAH,OK,72035,238340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,5/1/2020,"JPMorgan Chase Bank, National Association",AR-02,
1892.51,KYLER HICKMAN,722 Victor Ave,Chubbuck,OK,83202,722511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Celtic Bank Corporation,ID-02,ID
79513,RICHARD AHYOU DMD PC,333 Warner Milne Rd Suite A,Oregon City,OR,87405,621210,Corporation,Unanswered,Unanswered,Unanswered,,8,5/1/2020,Celtic Bank Corporation,,
50000,"G.  WILLIAM SALBADOR, MD, PC",401 East 10th,EUGENE,OR,97401,621112,Corporation,Unanswered,Unanswered,Unanswered,,6,4/27/2020,"Fund-Ex Solutions Group, LLC",MO-03,
36465,"EUGENE PALLET ENTERPRISES, INC.",30050 Beacon Dr. West,Junction City,OR,97428,484121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,KeyBank National Association,,
7500,NCR PROPERTIES LLC,229 Grove Rd,Ontario,OR,83661,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Zions Bank, A Division of",ID-01,
145745,CENTER STAGE INDY LLC-SBA SMALL 7A TERM,10 W Georgia St,Indianapolis,PA,46225,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",IN-07,IN
122600,ANIMAL BEHAVIOR INSTITUTE INC,4711 Hope Valley Road,Durham,PA,27707,541940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,5/1/2020,"PNC Bank, National Association",NC-01,NC
85012,AGA ENVIRONMENTAL INC-SBA SMALL 7A TERM,319 Scarborough Drive,Scarborough,PA,13760,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-22,
78203,DAKE WATERFRONT ENTERPRISES LLC-SBA SMALL 7A TERM,50 Riverview plaza,Trenton,PA,8611,,Limited Liability Partnership,Unanswered,Male Owned,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-12,NJ
63000,THERAPY WORKS FOR KIDS-SBA SMALL 7A TERM,101 west chester pike,havertown,PA,10983,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-17,
62067,GUARDIAN ADJUSTMENT GROUP LLC-SBA SMALL 7A TERM,53 East Oakland Ave,Doylestown,PA,18907,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",,
45400,FAMILY PRETZEL FACTORY INC,205 Meadowview Ct,Mullica Hill,PA,8062,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,5/1/2020,"PNC Bank, National Association",NJ-02,NJ
39918,AUTOMOTIVE METAL WORKS,306 WESTTOWN RD,WESTCHESTER,PA,19328,,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,,5/1/2020,"Wells Fargo Bank, National Association",,
35218,CHESTNUT HILL BUSINESS SERVICES INC,7715 CRITTENDEN STREET,PHILDELPHIA,PA,11918,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
33475,"MINI MOTORS, INC.",2006 Wyoming Ave,WYOMING,PA,18644,811113,Corporation,Unanswered,Unanswered,Unanswered,,6,5/8/2020,Fountainhead SBF LLC,TX-27,
31767,THERMO CUBE INCORPORATED,2255 Walter Glaub Drive,Plymouth,PA,46563,335999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,KeyBank National Association,IN-02,IN
31288,VIKING PLAZA REALTY GROUP-SBA SMALL 7A TERM,3015 Highway 29 S,Alexandria,PA,56308,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",MN-07,MN
27485,TULSI NEWS-SBA SMALL 7A TERM,S E C EXCHANGE PLACE & BROADWAY,NEW YORK,PA,10004,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-10,NY
23212,MR BURRITO LLC-SBA SMALL 7A TERM,314 S High Street,West Chester,PA,19283,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
